information_class,audit_budget_m,n_temporal_cycles,mean_direct_mae,mae_relative_to_m128,mae_times_sqrt_m,global_loglog_slope,status
representative_current_outcome_audit,128,3,0.032287624854939204,1.0,0.3652927757333573,-0.5314442371124428,EMPIRICAL_SAMPLING_CONTRACTION
representative_current_outcome_audit,256,3,0.0226274770018785,0.7008095858254826,0.362039632030056,-0.5314442371124428,EMPIRICAL_SAMPLING_CONTRACTION
representative_current_outcome_audit,512,3,0.014712936422645068,0.4556834542257869,0.3329157476998039,-0.5314442371124428,EMPIRICAL_SAMPLING_CONTRACTION
representative_current_outcome_audit,1024,3,0.0109164015365698,0.33809862402746116,0.3493248491702336,-0.5314442371124428,EMPIRICAL_SAMPLING_CONTRACTION
