stage,lambda_ean,mean_weight,mse_gain_pct,psi_meanweight,scalar_risk_ratio_at_meanweight
U7,0.0090553022149905,0.0520350845075755,6.555238751340505,0.0262531389617871,0.8986619995937803
U7,0.0176648525043226,0.046504022235481,7.648978820667003,0.0236627544645642,0.9091927820485832
U7,0.0416817065981814,0.0441003487480419,7.878107924643844,0.0229692632727176,0.9138252075455412
U7,0.0811039517356324,0.0424500456299162,8.130711956565596,0.0229464560409301,0.9170480649521322
U7,0.1761269230448298,0.0430186231378575,7.882850241758879,0.0252976804323767,0.9161392964858496
U7,0.0814211098581187,0.0493405616944358,6.040717557421085,0.0266789624943098,0.9039515866009163
U7,0.1838163422019545,0.0415820733384624,7.043984018530044,0.024612768980356,0.9188827532526824
U7,0.3103253195482314,0.040511464953535,6.362695873587211,0.0265415991303039,0.921127548218886
U7,0.6395806455292482,0.0372770798263484,6.37789591553267,0.0305593893025648,0.9277241699362556
U7,1.321264997383954,0.035067670157565,6.227013832143953,0.0407006776382808,0.932719215562087
U8,0.0005087289646741,0.0869954998546682,16.89659952204118,0.0435198784926203,0.8335810674568234
U8,0.0008902947051112,0.1137008748481234,21.86243806856382,0.0569010510674836,0.7855376488760543
U8,0.0017884515948352,0.133153401606785,24.01464066883413,0.0666957700101231,0.7514547340856934
U8,0.0037167510112246,0.1482276709362066,27.856476261557336,0.0743892981410251,0.7255977629396333
U8,0.1303180768140358,0.0879896659268942,17.204619886805023,0.0497281549849983,0.8327717956347931
U8,0.2880758048448923,0.1122364207477209,20.857997372533585,0.0722845089937653,0.7917530676344916
U8,0.7294837670598118,0.1334800712878395,21.715574521843948,0.1154258082591524,0.7638539476540973
U8,1.3601126255503575,0.1369604382935559,23.279173999395056,0.161621029808766,0.7703504975730172
U8,0.4399613841187544,0.0871764153873167,15.932945176056192,0.062765335881816,0.8365904832108817
U8,0.8507677672270353,0.1113202958397133,15.25578235168657,0.1030140076891596,0.8002945079437568
U8,2.18536883382598,0.1222257069038521,15.929754465927626,0.1946669787319397,0.8031352043649927
U8,3.956019389733392,0.1234701476807363,16.956364523818937,0.3059602229794874,0.8286136124699439
U9A,0.5420260535631991,0.0035243029839863,1.0860862651143135,0.0027172835109787,0.9929705470927992
U9A,1.2455021056308473,0.0077693357593158,2.0315049165020973,0.0087230299034484,0.9845968727776852
U9A,2.6375917448969246,0.0164337717227681,4.780247607109282,0.029889676178131,0.9681148567848212
U9A,44.21975623021786,0.0049744727321474,-2.7025529610100607,0.112472222160787,0.9911700345402308
U9A,96.86646548255126,0.0084473388887095,-9.327611029229269,0.4133555998856549,0.9900888318901406
U9A,314.451599859327,0.0087613381792969,-10.611279015784527,1.381889072783917,1.006691718627276
U9A,6.630988431519793,0.0084956136650455,1.8457804179286164,0.032414964798312,0.9835595427056938
U9A,15.659945745023691,0.0209436245813041,4.560079344721894,0.1744598246143354,0.9654203929798776
U9A,35.70467629865402,0.0328135653386498,2.79378052876151,0.6022056469799384,0.9738938980116606
U9B,11.22627877534826,0.0651411915015401,-1.8960214444931909,0.3982171835280883,0.921598300619734
U9B,25.65031283312013,0.0604053330338836,-9.211321430448828,0.8049105110709025,0.9764311088996556
U9B,46.877984277913576,0.0461494542946821,-7.825783174737513,1.1047714235775412,1.0096702880475612
U9B,84.45307302084086,0.032707687081276,-15.899792018884323,1.397486186249546,1.02600170759796
