file,sha256,bytes
U11_INFORMATION_CLOSURE_RESULT_v0.1.json,b6d6cd62c83819fb4687567758cef0045d16986322741c327b23f114e609d07c,4408
U11_WORLD_MINUS_cpsc_2018_v0.1.csv,b22bdcb8bfa1eb4327c83b267713795975f80d04a34319c2b2a20179c056c540,208070
U11_WORLD_MINUS_georgia_v0.1.csv,11dc3d3ed83335ee4ad1936e7f3d82915ca6a577217fed99a9ae7a93144c4986,325474
U11_WORLD_PLUS_cpsc_2018_v0.1.csv,65d8b6979325bcb31564f89cf2b99cd6fa4eb40f59196c0349095c743397ccb9,208070
U11_WORLD_PLUS_georgia_v0.1.csv,797dcc54a9d02df88a5d27f31dfaff793a199d5b68b46bde11d94441bef1bdd4,325474
